minute,calories,distance,floors,heart,steps,sleep_level
3:36:00,0.968900025,0,0,56,0,1
3:37:00,0.968900025,0,0,55,0,1
3:38:00,0.968900025,0,0,56,0,1
3:39:00,0.968900025,0,0,55,0,1
3:40:00,0.968900025,0,0,55,0,1
3:41:00,0.968900025,0,0,55,0,1
3:42:00,0.968900025,0,0,55,0,1
3:43:00,0.968900025,0,0,55,0,1
3:44:00,0.968900025,0,0,59,0,1
3:45:00,1.065790057,0,0,55,0,1
3:46:00,0.968900025,0,0,54,0,1
3:47:00,0.968900025,0,0,54,0,1
3:48:00,0.968900025,0,0,55,0,1
3:49:00,0.968900025,0,0,56,0,2
3:50:00,0.968900025,0,0,56,0,1
3:51:00,0.968900025,0,0,55,0,1
3:52:00,0.968900025,0,0,58,0,1
3:53:00,0.968900025,0,0,55,0,1
3:54:00,0.968900025,0,0,54,0,1
3:55:00,0.968900025,0,0,54,0,1
3:56:00,0.968900025,0,0,55,0,1
3:57:00,0.968900025,0,0,55,0,1
3:58:00,0.968900025,0,0,55,0,1
3:59:00,1.065790057,0,0,56,0,1
4:00:00,0.968900025,0,0,55,0,1
4:01:00,0.968900025,0,0,56,0,1
4:02:00,0.968900025,0,0,59,0,1
4:03:00,0.968900025,0,0,56,0,2
4:04:00,0.968900025,0,0,51,0,1
4:05:00,0.968900025,0,0,52,0,1
4:06:00,0.968900025,0,0,54,0,1
4:07:00,0.968900025,0,0,56,0,1
4:08:00,0.968900025,0,0,53,0,1
4:09:00,0.968900025,0,0,55,0,1
4:10:00,0.968900025,0,0,56,0,1
4:11:00,0.968900025,0,0,57,0,1
4:12:00,0.968900025,0,0,57,0,1
4:13:00,0.968900025,0,0,58,0,1
4:14:00,0.968900025,0,0,56,0,1
4:15:00,0.968900025,0,0,55,0,1
4:16:00,0.968900025,0,0,56,0,1
4:17:00,0.968900025,0,0,57,0,1
4:18:00,0.968900025,0,0,55,0,1
4:19:00,0.968900025,0,0,56,0,1
4:20:00,0.968900025,0,0,56,0,1
4:21:00,0.968900025,0,0,55,0,1
4:22:00,0.968900025,0,0,56,0,1
4:23:00,0.968900025,0,0,56,0,1
4:24:00,0.968900025,0,0,57,0,1
4:25:00,0.968900025,0,0,56,0,1
4:26:00,0.968900025,0,0,55,0,1
4:27:00,0.968900025,0,0,56,0,1
4:28:00,0.968900025,0,0,56,0,1
4:29:00,0.968900025,0,0,62,0,1
4:30:00,0.968900025,0,0,57,0,1
4:31:00,0.968900025,0,0,56,0,1
4:32:00,0.968900025,0,0,60,0,1
4:33:00,0.968900025,0,0,59,0,1
4:34:00,0.968900025,0,0,56,0,1
4:35:00,0.968900025,0,0,57,0,1
4:36:00,0.968900025,0,0,59,0,1
4:37:00,0.968900025,0,0,58,0,1
4:38:00,0.968900025,0,0,56,0,1
4:39:00,0.968900025,0,0,57,0,1
4:40:00,0.968900025,0,0,58,0,1
4:41:00,0.968900025,0,0,67,0,1
4:42:00,0.968900025,0,0,57,0,1
4:43:00,0.968900025,0,0,57,0,1
4:44:00,0.968900025,0,0,57,0,1
4:45:00,0.968900025,0,0,57,0,1
4:46:00,0.968900025,0,0,56,0,1
4:47:00,0.968900025,0,0,57,0,1
4:48:00,0.968900025,0,0,57,0,1
4:49:00,0.968900025,0,0,56,0,1
4:50:00,0.968900025,0,0,56,0,1
4:51:00,0.968900025,0,0,57,0,1
4:52:00,0.968900025,0,0,56,0,1
4:53:00,0.968900025,0,0,56,0,1
4:54:00,0.968900025,0,0,56,0,1
4:55:00,0.968900025,0,0,55,0,1
4:56:00,0.968900025,0,0,54,0,1
4:57:00,0.968900025,0,0,55,0,1
4:58:00,0.968900025,0,0,57,0,1
4:59:00,0.968900025,0,0,55,0,1
5:00:00,0.968900025,0,0,56,0,1
5:01:00,0.968900025,0,0,56,0,1
5:02:00,0.968900025,0,0,55,0,1
5:03:00,0.968900025,0,0,55,0,1
5:04:00,0.968900025,0,0,54,0,1
5:05:00,0.968900025,0,0,54,0,1
5:06:00,0.968900025,0,0,54,0,1
5:07:00,0.968900025,0,0,55,0,1
5:08:00,0.968900025,0,0,55,0,1
5:09:00,0.968900025,0,0,55,0,1
5:10:00,0.968900025,0,0,55,0,1
5:11:00,0.968900025,0,0,54,0,1
5:12:00,0.968900025,0,0,54,0,1
5:13:00,0.968900025,0,0,54,0,1
5:14:00,0.968900025,0,0,54,0,1
5:15:00,0.968900025,0,0,54,0,1
5:16:00,0.968900025,0,0,55,0,1
5:17:00,0.968900025,0,0,54,0,1
5:18:00,0.968900025,0,0,55,0,1
5:19:00,0.968900025,0,0,55,0,1
5:20:00,0.968900025,0,0,55,0,1
5:21:00,0.968900025,0,0,54,0,1
5:22:00,0.968900025,0,0,55,0,1
5:23:00,0.968900025,0,0,55,0,1
5:24:00,0.968900025,0,0,52,0,1
5:25:00,0.968900025,0,0,53,0,1
5:26:00,0.968900025,0,0,54,0,1
5:27:00,0.968900025,0,0,55,0,1
5:28:00,0.968900025,0,0,55,0,1
5:29:00,0.968900025,0,0,57,0,1
5:30:00,0.968900025,0,0,57,0,1
5:31:00,0.968900025,0,0,54,0,1
5:32:00,0.968900025,0,0,53,0,1
5:33:00,0.968900025,0,0,53,0,1
5:34:00,0.968900025,0,0,55,0,1
5:35:00,0.968900025,0,0,54,0,1
5:36:00,0.968900025,0,0,52,0,1
5:37:00,0.968900025,0,0,52,0,1
5:38:00,0.968900025,0,0,54,0,1
5:39:00,0.968900025,0,0,56,0,1
5:40:00,0.968900025,0,0,56,0,1
5:41:00,0.968900025,0,0,53,0,1
5:42:00,0.968900025,0,0,54,0,1
5:43:00,0.968900025,0,0,54,0,1
5:44:00,0.968900025,0,0,54,0,1
5:45:00,0.968900025,0,0,54,0,1
5:46:00,0.968900025,0,0,57,0,1
5:47:00,0.968900025,0,0,55,0,1
5:48:00,0.968900025,0,0,57,0,1
5:49:00,0.968900025,0,0,56,0,1
5:50:00,0.968900025,0,0,53,0,1
5:51:00,0.968900025,0,0,56,0,1
5:52:00,0.968900025,0,0,64,0,1
5:53:00,0.968900025,0,0,53,0,1
5:54:00,0.968900025,0,0,54,0,1
5:55:00,0.968900025,0,0,55,0,1
5:56:00,0.968900025,0,0,55,0,1
5:57:00,0.968900025,0,0,54,0,1
5:58:00,0.968900025,0,0,52,0,1
5:59:00,0.968900025,0,0,55,0,1
6:00:00,0.968900025,0,0,56,0,1
6:01:00,0.968900025,0,0,56,0,1
6:02:00,0.968900025,0,0,56,0,1
6:03:00,0.968900025,0,0,56,0,1
6:04:00,0.968900025,0,0,54,0,1
6:05:00,0.968900025,0,0,56,0,1
6:06:00,0.968900025,0,0,58,0,1
6:07:00,0.968900025,0,0,56,0,1
6:08:00,0.968900025,0,0,59,0,1
6:09:00,0.968900025,0,0,60,0,1
6:10:00,0.968900025,0,0,57,0,1
6:11:00,0.968900025,0,0,58,0,1
6:12:00,0.968900025,0,0,57,0,1
6:13:00,0.968900025,0,0,55,0,1
6:14:00,0.968900025,0,0,55,0,1
6:15:00,0.968900025,0,0,57,0,1
6:16:00,1.065790057,0,0,66,0,1
6:17:00,0.968900025,0,0,64,0,1
6:18:00,0.968900025,0,0,,0,1
6:19:00,0.968900025,0,0,,0,1
6:20:00,0.968900025,0,0,,0,1
6:21:00,0.968900025,0,0,62,0,1
6:22:00,0.968900025,0,0,62,0,1
6:23:00,0.968900025,0,0,,0,1
6:24:00,0.968900025,0,0,61,0,1
6:25:00,0.968900025,0,0,58,0,1
6:26:00,0.968900025,0,0,56,0,1
6:27:00,0.968900025,0,0,55,0,1
6:28:00,0.968900025,0,0,55,0,1
6:29:00,0.968900025,0,0,55,0,1
6:30:00,0.968900025,0,0,55,0,1
6:31:00,0.968900025,0,0,55,0,1
6:32:00,0.968900025,0,0,53,0,1
6:33:00,0.968900025,0,0,52,0,1
6:34:00,0.968900025,0,0,52,0,1
6:35:00,0.968900025,0,0,52,0,1
6:36:00,0.968900025,0,0,52,0,1
6:37:00,0.968900025,0,0,52,0,1
6:38:00,0.968900025,0,0,51,0,1
6:39:00,0.968900025,0,0,53,0,1
6:40:00,0.968900025,0,0,54,0,1
6:41:00,1.065790057,0,0,60,0,1
6:42:00,0.968900025,0,0,63,0,1
6:43:00,0.968900025,0,0,64,0,1
6:44:00,0.968900025,0,0,70,0,1
6:45:00,0.968900025,0,0,62,0,2
6:46:00,0.968900025,0,0,61,0,1
6:47:00,0.968900025,0,0,61,0,1
6:48:00,0.968900025,0,0,64,0,1
6:49:00,0.968900025,0,0,62,0,1
6:50:00,0.968900025,0,0,60,0,1
6:51:00,0.968900025,0,0,62,0,1
6:52:00,0.968900025,0,0,66,0,1
6:53:00,1.065790057,0,0,75,0,1
6:54:00,0.968900025,0,0,68,0,1
6:55:00,0.968900025,0,0,68,0,1
6:56:00,0.968900025,0,0,67,0,1
6:57:00,0.968900025,0,0,69,0,1
6:58:00,0.968900025,0,0,68,0,1
6:59:00,0.968900025,0,0,70,0,1
7:00:00,0.968900025,0,0,72,0,1
7:01:00,0.968900025,0,0,70,0,1
7:02:00,0.968900025,0,0,66,0,1
7:03:00,0.968900025,0,0,63,0,1
7:04:00,0.968900025,0,0,66,0,1
7:05:00,0.968900025,0,0,65,0,1
7:06:00,0.968900025,0,0,64,0,1
7:07:00,0.968900025,0,0,64,0,1
7:08:00,0.968900025,0,0,64,0,1
7:09:00,0.968900025,0,0,64,0,1
7:10:00,0.968900025,0,0,61,0,1
7:11:00,0.968900025,0,0,64,0,1
7:12:00,1.065790057,0,0,58,0,1
7:13:00,0.968900025,0,0,55,0,1
7:14:00,0.968900025,0,0,55,0,1
7:15:00,1.065790057,0,0,62,0,1
7:16:00,2.71291995,0.008724052,0,70,20,
7:17:00,0.968900025,0,0,,0,
7:18:00,0.968900025,0,0,,0,
7:19:00,0.968900025,0,0,,0,
7:20:00,0.968900025,0,0,,0,
7:21:00,0.968900025,0,0,,0,
7:22:00,0.968900025,0,0,,0,
7:23:00,0.968900025,0,0,,0,
7:24:00,0.968900025,0,0,,0,
7:25:00,0.968900025,0,0,,0,
7:26:00,0.968900025,0,0,,0,
7:27:00,0.968900025,0,0,,0,
7:28:00,0.968900025,0,0,,0,
7:29:00,1.065790057,0,0,,0,
7:30:00,0.968900025,0,0,,0,
7:31:00,0.968900025,0,0,,0,
7:32:00,0.968900025,0,0,,0,
7:33:00,2.32536006,0.003492106,0,88,8,
7:34:00,2.519140005,0.003927066,0,81,9,
7:35:00,3.10048008,0.01439717,0,85,33,
7:36:00,2.519140005,0.003050933,0,81,7,
7:37:00,2.71291995,0.007412958,0,87,17,
7:38:00,2.71291995,0.007854132,0,93,18,
7:39:00,2.906699896,0.006108079,0,101,14,
7:40:00,3.48803997,0.009593971,0,96,22,
7:41:00,1.259570003,0,0,91,0,
7:42:00,3.10048008,0.010905065,0,89,25,
7:43:00,3.681819916,0.024861062,0,96,57,
7:44:00,3.48803997,0.014832131,0,100,34,
7:45:00,3.294260025,0.005231945,0,96,12,
7:46:00,3.10048008,0.008289091,0,89,19,
7:47:00,3.294260025,0.017448103,0,93,40,
7:48:00,3.294260025,0.01439717,0,90,33,
7:49:00,5.232059956,0.041874204,0,99,96,
7:50:00,5.03828001,0.040569324,0,96,93,
7:51:00,5.03828001,0.040128153,0,97,92,
7:52:00,5.232059956,0.042309165,0,95,97,
7:53:00,5.03828001,0.038823273,0,95,89,
7:54:00,4.844500065,0.038388312,0,93,88,
7:55:00,4.650720119,0.034896206,0,94,80,
7:56:00,4.650720119,0.034896206,0,95,80,
7:57:00,4.650720119,0.034896206,0,92,80,
7:58:00,3.8756001,0.028788127,0,89,66,
7:59:00,5.425839901,0.044055216,0,91,101,
8:00:00,3.8756001,0.027042074,0,91,62,
8:01:00,3.8756001,0.028353168,0,87,65,
8:02:00,5.619619846,0.044931352,0,87,103,
8:03:00,3.48803997,0.022245089,0,82,51,
8:04:00,5.425839901,0.042309165,0,93,97,
8:05:00,5.232059956,0.043185297,0,96,99,
8:06:00,5.425839901,0.04536631,0,93,104,
8:07:00,5.03828001,0.039693192,0,92,91,
8:08:00,4.456940174,0.032280233,1,95,74,
8:09:00,5.232059956,0.041874204,0,88,96,
8:10:00,4.263160229,0.0314041,0,84,72,
8:11:00,4.650720119,0.034461245,0,84,79,
8:12:00,5.03828001,0.038823273,0,84,89,
8:13:00,2.519140005,0.005231945,0,82,12,
8:14:00,1.065790057,0,0,71,0,
8:15:00,2.519140005,0.004362026,0,60,10,
8:16:00,1.065790057,0,0,66,0,
8:17:00,1.065790057,0,0,68,0,
8:18:00,1.065790057,0,0,66,0,
8:19:00,1.065790057,0,0,68,0,
8:20:00,2.32536006,0.004362026,0,69,10,
8:21:00,2.519140005,0.006543039,0,68,15,
8:22:00,1.065790057,0,0,68,0,
8:23:00,1.065790057,0,0,65,0,
8:24:00,1.065790057,0,0,61,0,
8:25:00,2.32536006,0.004796986,0,64,11,
8:26:00,2.32536006,0.004362026,0,62,10,
8:27:00,2.32536006,0.003492106,0,61,8,
8:28:00,1.065790057,0,0,66,0,
8:29:00,2.71291995,0.009159012,0,68,21,
8:30:00,2.519140005,0.006543039,0,69,15,
8:31:00,1.065790057,0,0,60,0,
8:32:00,1.065790057,0,0,58,0,
8:33:00,0.968900025,0,0,60,0,
8:34:00,0.968900025,0,0,60,0,
8:35:00,0.968900025,0,0,61,0,
8:36:00,0.968900025,0,0,59,0,
8:37:00,0.968900025,0,0,62,0,
8:38:00,0.968900025,0,0,64,0,
8:39:00,2.32536006,0.004362026,0,62,10,
8:40:00,0.968900025,0,0,61,0,
8:41:00,0.968900025,0,0,65,0,
8:42:00,2.131580114,0.002615973,0,68,6,
8:43:00,0.968900025,0,0,63,0,
8:44:00,0.968900025,0,0,63,0,
8:45:00,1.065790057,0,0,65,0,
8:46:00,2.519140005,0.007412958,0,65,17,
8:47:00,0.968900025,0,0,60,0,
8:48:00,0.968900025,0,0,61,0,
8:49:00,0.968900025,0,0,65,0,
8:50:00,2.32536006,0.003927066,0,66,9,
8:51:00,0.968900025,0,0,64,0,
8:52:00,0.968900025,0,0,64,0,
8:53:00,1.065790057,0,0,69,0,
8:54:00,2.71291995,0.009593971,0,64,22,
8:55:00,0.968900025,0,0,63,0,
8:56:00,2.131580114,0.002615973,0,64,6,
8:57:00,0.968900025,0,0,61,0,
8:58:00,0.968900025,0,0,62,0,
8:59:00,2.32536006,0.003927066,0,72,9,
9:00:00,2.32536006,0.003927066,0,72,9,
9:01:00,2.32536006,0.002615973,0,64,6,
9:02:00,0.968900025,0,0,67,0,
9:03:00,1.065790057,0,0,64,0,
9:04:00,2.131580114,0.001746053,0,68,4,
9:05:00,2.32536006,0.004362026,0,62,10,
9:06:00,0.968900025,0,0,62,0,
9:07:00,0.968900025,0,0,63,0,
9:08:00,0.968900025,0,0,67,0,
9:09:00,2.32536006,0.003492106,0,66,8,
9:10:00,0.968900025,0,0,65,0,
9:11:00,0.968900025,0,0,65,0,
9:12:00,0.968900025,0,0,67,0,
9:13:00,0.968900025,0,0,62,0,
9:14:00,0.968900025,0,0,65,0,
9:15:00,0.968900025,0,0,62,0,
9:16:00,2.131580114,0.001746053,0,66,4,
9:17:00,0.968900025,0,0,63,0,
9:18:00,0.968900025,0,0,72,0,
9:19:00,1.065790057,0,0,63,0,
9:20:00,0.968900025,0,0,67,0,
9:21:00,1.065790057,0,0,65,0,
9:22:00,1.065790057,0,0,65,0,
9:23:00,0.968900025,0,0,63,0,
9:24:00,0.968900025,0,0,67,0,
9:25:00,1.065790057,0,0,66,0,
9:26:00,0.968900025,0,0,62,0,
9:27:00,0.968900025,0,0,64,0,
9:28:00,1.065790057,0,0,66,0,
9:29:00,2.131580114,0.002615973,0,68,6,
9:30:00,1.065790057,0,0,62,0,
9:31:00,1.065790057,0,0,64,0,
9:32:00,0.968900025,0,0,61,0,
9:33:00,0.968900025,0,0,63,0,
9:34:00,0.968900025,0,0,64,0,
9:35:00,0.968900025,0,0,61,0,
9:36:00,0.968900025,0,0,60,0,
9:37:00,0.968900025,0,0,63,0,
9:38:00,1.065790057,0,0,66,0,
9:39:00,2.32536006,0.003050933,0,62,7,
9:40:00,0.968900025,0,0,64,0,
9:41:00,0.968900025,0,0,63,0,
9:42:00,1.065790057,0,0,65,0,
9:43:00,0.968900025,0,0,59,0,
9:44:00,0.968900025,0,0,62,0,
9:45:00,0.968900025,0,0,66,0,
9:46:00,0.968900025,0,0,61,0,
9:47:00,0.968900025,0,0,64,0,
9:48:00,0.968900025,0,0,62,0,
9:49:00,1.065790057,0,0,62,0,
9:50:00,2.32536006,0.003492106,0,59,8,
9:51:00,0.968900025,0,0,62,0,
9:52:00,0.968900025,0,0,61,0,
9:53:00,0.968900025,0,0,60,0,
9:54:00,0.968900025,0,0,63,0,
9:55:00,0.968900025,0,0,58,0,
9:56:00,0.968900025,0,0,60,0,
9:57:00,0.968900025,0,0,60,0,
9:58:00,0.968900025,0,0,60,0,
9:59:00,0.968900025,0,0,63,0,
10:00:00,0.968900025,0,0,62,0,
10:01:00,0.968900025,0,0,63,0,
10:02:00,0.968900025,0,0,62,0,
10:03:00,1.065790057,0,0,64,0,
10:04:00,1.065790057,0,0,67,0,
10:05:00,0.968900025,0,0,60,0,
10:06:00,1.065790057,0,0,65,0,
10:07:00,1.065790057,0,0,64,0,
10:08:00,0.968900025,0,0,65,0,
10:09:00,2.71291995,0.010470104,0,77,24,
10:10:00,4.456940174,0.032280233,0,78,74,
10:11:00,3.294260025,0.017883062,0,80,41,
10:12:00,2.71291995,0.007412958,0,83,17,
10:13:00,5.425839901,0.043185297,0,79,99,
10:14:00,2.32536006,0.002615973,0,61,6,
10:15:00,0.968900025,0,0,62,0,
10:16:00,0.968900025,0,0,64,0,
10:17:00,0.968900025,0,0,63,0,
10:18:00,2.519140005,0.006108079,0,73,14,
10:19:00,2.32536006,0.003492106,0,61,8,
10:20:00,1.065790057,0,0,61,0,
10:21:00,1.065790057,0,0,64,0,
10:22:00,0.968900025,0,0,64,0,
10:23:00,0.968900025,0,0,58,0,
10:24:00,0.968900025,0,0,61,0,
10:25:00,0.968900025,0,0,59,0,
10:26:00,0.968900025,0,0,64,0,
10:27:00,0.968900025,0,0,64,0,
10:28:00,0.968900025,0,0,64,0,
10:29:00,0.968900025,0,0,67,0,
